GLCode,ACCOUNTS,ACT2,AHMED        ,AKSHAYR,ALISON,ANDRIESD,ARISH        ,ARNOVM,ASHLEYC,ASHMEERD,AUTH1,BABALWA      ,BHAVANAM,BILAL,BOB,BONGAZ       ,BRADLEYJ,BRENTON,BUKELANI,CARL,CAROLT,CELESCIA,CHARLESE     ,CHARLESM,CHLAUTH,CHLBUY,CHLREQ,CHRISK,CHRISTIAAN   ,CHRISV       ,CLAUDES      ,CPTREQ,CRAIG        ,DANIELLEM    ,DARREL       ,DAVID        ,DAVIDS,DAVIDW       ,DENISES,DINESH,DONOVAN      ,DURVESHB     ,EDGARL       ,EDUANM,EUGENEJ      ,EVNBUY,EVNREQ,FORTUNATE    ,FRANCOIS,FRIKKIE      ,GARYW        ,GEOFFREY     ,GEORGE,GERTR,GRAHAMT      ,HANNELIE     ,HEINRICHE    ,HENDRIKL     ,HENNIEC,HENNIEVD,HENRYK,HLONIPHANI   ,HUGOB,IT           ,JAROD,JAUNM        ,JIVESHS,JOASHM,JOHANK       ,JOHANNESB,JOHNJ        ,JPVAN,KAREN,KARISAN,KARLC,KATED        ,KELSEYL,KESHNEE      ,KEVIN        ,KUBEN        ,LAURENCE     ,LEONI COMBRINK,LEONIEC,LINDA,LINETTE      ,LIZELLE      ,LUVUYO,MARKB,MARKD,MARKO        ,MARKS,MARLENEG,MARTINB,MATTHEWG     ,MBUSELENIZ   ,MERINDAG,MIKEH,MONAN        ,MOSESM,MTHOBISI,MTHOKOZISI,MUDDASAR     ,NAZEERE,NEIL,NELLIED,NIRVANA,NISHANC,NIZAAMA      ,NJABULOM,NJAUBLOM,NKULULEKOL,NOMCEBON,NOMFUNEKAM,NONKU,NTUTHUKO     ,OWENP        ,OWENR,PAULC,PETER        ,PHILIPV,PMBBUYER,PMBREQ,REGINALD,RICKS,ROBERT       ,RYANB        ,SAGREEM,SANDILES,SANELEN,SAROJ,SCHALKVL     ,SERVESHAN,SHAMLAG,SHANEG,SHANTALN,STANLEYT,STEPHANR,STRINI,SUEJ,TEGAN,TERENCE      ,THEMBENIN,THEOLAN      ,TKW1REQ,TKWAUTH,TKWAUTH1,TKWEMERG,TKWREQ,TRACEYH      ,TRACYS       ,UMHAUTH,UMHBUY,UMHGRN,UMHREQ,VANESSAA     ,WILHELMW,YOLISA       ,YURI,ZAHEER
UMHHOFMGT600600,,1,,,,,,,,,,,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,1,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,1,,,,,1,1,,1,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,1,,,1,1,,,1,,,,,,,,,,,,1,,,,,1
UMHHOFMGT600700,1,1,,,,,,,,,,,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,1,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,1,,,,,1,1,,1,,,,,,,,,1,,,,,,,,1,,,,1,,,,,,,,1,,,1,1,,,1,,,,,,,,,,,,1,,,,,1
UMHHOFMGT601000,,1,,,,,,,,,,,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,1,,,,,1,1,,1,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,1,,,1,1,,,1,,,,,,,,,,,,1,,,,,1
UMHHOFMGT601100,,1,,,,,,,,,,,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,1,,,1,,,,,,,,,,,,1,,,,,1
UMHHOFMGT601200,,1,,,,,,,,,,,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,,,,,1,,,,,,,,1,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,1,,,,,1,1,,1,,,,,,,,1,1,,,,,1,,,1,,,,1,,,,,,,,1,,,1,1,,,1,,,,,,,,,,,,1,,,,,1
UMHHOFMGT601201,,1,,,,,,,,,,,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,1,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,1,,,,,1,1,,1,,,,,,,,1,1,,,,,,,,1,,,,1,,,,,,,,1,,,1,1,,,1,,,,,,,,,,,,1,,,,,1
UMHHOFMGT601202,,1,,,,,,,,,,,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,,,,,1,,,,,,,,1,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,1,,,,,1,1,,1,,,,,,,,1,1,,,,,,,,1,,,,1,,,,,,,,1,,,1,1,,,1,,,,,,,,,,,,1,,,,,1
UMHHOFMGT601300,,1,,,,,,,,,,,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,,,,,1,,,,,,,,,1,,,,,,,,,,,,1,,,,,,1,,,,,,,,,1,,,,,,1,,,,,1,1,,1,,,,,,,,1,,,,,,1,,,1,,,,1,,,,,,,,1,,,1,1,,,1,,,,,,,,,,,,1,,,,,1
UMHHOFMGT601400,,1,,,,,,,,,,,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,1,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,1,,,,,1,1,,1,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,1,,,1,1,,,1,,,,,,,,,,,,1,,,,,1
UMHHOFMGT601500,,1,,,,,,,,,,,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,,,,,1,,,,,,,,,1,,,,,,,,,,,,1,,,,,,1,,,,,,,,,1,,,,,,1,,,,,1,1,,1,,,,,,,,1,1,,,,,1,,,1,,,,1,,,,,,,,1,,,1,1,,,1,,,,,,,,,,,,1,,,,,1
UMHHOFMGT601600,,1,,,,,,,,,,,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,,,,,1,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,1,,,,,1,1,,1,,,,,,,,1,1,,,,,1,,,1,,,,1,,,,,,,,1,,,1,1,,,1,,,,,,,,,,,,1,,,,,1
UMHHOFMGT601702,,1,,,,,,,,,,,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,1,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,1,,,,,1,,,1,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,1,,,1,1,,,1,,,,,,,,,,,,1,,,,,1
UMHHOFMGT601901,1,1,,,,,,,,,,,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,1,1,,,,,,,,,1,,,,,,1,,,,,1,1,,1,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,1,,,1,1,,,1,,,,,,,,,,,,1,,,,,1
UMHHOFMGT601902,1,1,,,,,,,,,,,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,1,,,,,,,,,1,,,,,,,,,,,,1,,,,,1,1,,,,,,,,,1,,,,,,1,,,,,1,1,,1,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,1,,,1,1,,,1,,,,,,,,,,,,1,,,,,1
UMHHOFMGT601903,1,1,,,,,,,,,,,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,1,,,,,,,,,1,,,,,,,,,,,,1,,,,,1,1,,,,,,,,,1,,,,,,1,,,,,1,1,,1,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,1,,,1,1,,,1,,,,,,,,,,,,1,,,,,1
UMHHOFMGT602001,1,1,,,,,,,,,,,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,1,1,,,,,,,,,1,,,,,,1,,,,,1,1,,1,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,1,,,1,1,,,1,,,,,,,,,,,,1,,,,,1
UMHHOFMGT602002,1,1,,,,,,,,,,,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,1,,,,,,,,,1,,,,,,,,,,,,1,,,,,1,1,,,,,,,,,1,,,,,,1,,,,,1,1,,1,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,1,,,1,1,,,1,,,,,,,,,,,,1,,,,,1
UMHHOFMGT602003,1,1,,,,,,,,,,,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,1,,,,,,,,,1,,,,,,,,,,,,1,,,,,1,1,,,,,,,,,1,,,,,,1,,,,,1,1,,1,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,1,,,1,1,,,1,,,,,,,,,,,,1,,,,,1
UMHHOFMGT602100,,1,,,,,,,,,,,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,1,,,,,,,,,1,,,,,,,,,,,,1,,,,,1,1,,,,,,,,,1,,,,,,1,,,,,1,1,,1,,,,,,,,1,1,,,,,1,,,1,,,,1,,,,,,,,1,,,1,1,,,1,,,,,,,,,,,,1,,,,,1
UMHHOFMGT602101,,1,,,,,,,,,,,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,1,,,,,,,,,1,,,,,,,,,,,,1,,,,,1,1,,,,,,,,,1,,,,,,1,,,,,1,1,,1,,,,,,,,1,,,,,,,,,1,,,,1,,,,,,,,1,,,1,1,,,1,,,,,,,,,,,,1,,,,,1
UMHHOFMGT840602,,1,,,,,,,,,,,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,1,,,1,,,,,,,,,,,,1,,,,,1
UMHHOFMTN301401,,1,,,,,,,,,,,1,,,1,,,,1,1,,,,,,,,,,,,1,,,1,1,,,1,1,,,1,,,,1,,,1,,,,,,1,,,,,,,,1,,,,,,,,,,,1,1,,,,,,,,,,,1,,,1,1,,1,,,,1,,,,,1,1,,1,,,,,1,,,,1,,,,,1,,,1,,,,1,,,,,,,,1,,,1,1,1,,1,,,,,,,,,,,,1,,,,,1
UMHHOFMTN302300,,1,,,,,,,,,,,1,,,1,,,,1,1,,,,,,,,,,,,1,,,1,1,,,1,,,,1,,,,,,,1,,,,,,1,,,,,,,,1,,,,,,,,,,,1,1,,,,,,,,,,,1,,,1,1,,1,,,,1,,,,,1,1,,1,,,,,1,,,1,1,,,,,1,,,1,,,,1,,,,,,,,1,,,1,1,1,,1,,,,,,,,,,,,1,,,,,1
UMHHOFMTN303900,,1,,,,,,,,,,,1,,,1,,,,1,1,,,,,,,,,,,,1,,,1,1,,,1,1,,,1,,,,1,,,1,,,,,1,1,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,1,1,,1,,,,1,,,,,1,1,,1,,,,,1,,,,1,,,,,1,,,1,,,,1,,,,,,,,1,,,1,1,1,,1,,,,,,,,,,,,1,,,,,1
UMHHOFMTN305600,,1,,,,,,,,,,,1,,,1,,,,1,1,,,,,,,,,,,,1,,,1,1,,,1,1,,,1,,,,,,,1,,,,,,1,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,1,,,1,1,,1,,,,1,,,,,1,1,,1,,,,,1,,,,1,,,,,1,,,1,,,,1,,,,,,,,1,,,1,1,1,,1,,,,,,,,,,,,1,,,,,1
UMHHOFMTN401401,1,1,,,1,,,,,,,,1,,,1,,,,1,1,,,,,,,,,,,,1,,,1,1,,,1,,,,,,,,,,,1,,,,,1,1,,,,,,,,1,,,,,,,,,,,1,1,,,,,,,,,,,,,,1,1,,1,,,,1,,,,,1,1,,1,,,,,1,,,,,,,,,,,,1,,,,1,,,,,,,,1,,,1,1,1,,1,,,,,,,,,,,,1,,,,,1
UMHHOFMTN402900,,1,,,,,,,,,,,1,,,1,,,,1,1,,,,,,,,,,,,1,,,,1,,,1,1,,,1,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,1,1,,,,,,1,,,,,1,1,,1,,,,,1,,,,,,,,,,,,1,,,,1,,,,,,,,1,,,1,1,,,1,,,,,,,,,,,,1,,,,,1
UMHHOFMTN510100,,,,,,,,,,,,,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,1,,,1,,,,,,,,,,,,1,,,,,1
UMHHOFMTN510801,,,,,,,,,,,,,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,1,,,1,,,,,,,,,,,,1,,,,,1
UMHHOFMTN510802,,,,,,,,,,,,,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,1,,,1,,,,,,,,,,,,1,,,,,1
UMHHOFMTN510803,,,,,,,,,,,,,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,1,,,1,,,,,,,,,,,,1,,,,,1
UMHHOFMTN520100,,,,,,,,,,,,,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,1,,,1,,,,,,,,,,,,1,,,,,1
UMHHOFMTN520401,,,,,,,,,,,,,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,1,,,1,,,,,,,,,,,,1,,,,,1
UMHHOFMTN520402,,,,,,,,,,,,,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,1,,,1,,,,,,,,,,,,1,,,,,1
UMHHOFMTN520403,,,,,,,,,,,,,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,1,,,1,,,,,,,,,,,,1,,,,,1
UMHHOFMTN520405,,,,,,,,,,,,,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,1,,,1,,,,,,,,,,,,1,,,,,1
UMHHOFMTN520500,,,,,,,,,,,,,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,1,,,1,,,,,,,,,,,,1,,,,,1
UMHHOFMTN520601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
UMHHOFMTN520701,,,,,,,,,,,,,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,1,,,1,,,,,,,,,,,,1,,,,,1
UMHHOFMTN520702,,,,,,,,,,,,,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,1,,,1,,,,,,,,,,,,1,,,,,1
UMHHOFMTN520703,,,,,,,,,,,,,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,1,,,1,,,,,,,,,,,,1,,,,,1
UMHHOFMTN520705,,,,,,,,,,,,,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,1,,,1,,,,,,,,,,,,1,,,,,1
UMHHOFMTN520800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
UMHHOFMTN540100,,,,,,,,,,,,,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,1,,,1,,,,,,,,,,,,1,,,,,1
UMHHOFMTN540300,,,,,,,,,,,,,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,1,,,1,,,,,,,,,,,,,,,,,1
UMHHOFMTN540400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMHHOFMTN540600,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,1,,,1,,,,,,,,,,,,,,,,,1
UMHHOFMTN550100,,,,,,,,,,,,,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,1,,,1,,,,,,,,,,,,1,,,,,1
UMHHOFMTN550201,,,,,,,,,,,,,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,1,,,1,,,,,,,,,,,,1,,,,,1
UMHHOFMTN550302,,,,,,,,,,,,,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,1,,,1,,,,,,,,,,,,1,,,,,1
UMHHOFMTN550603,,,,,,,,,,,,,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,1,,,1,,,,,,,,,,,,1,,,,,1
UMHHOFMTN560100,,1,,,1,,,,,,,,1,,,1,,,,1,1,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,1,1,,,,,,,,,,,,,,1,1,,1,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,1,,,1,1,,,1,,,,,,,,,,,,1,,,,,1
UMHHOFMTN570105,,1,,,1,,,,,,,,1,,,1,,,,1,1,,,,,,,,,,,,1,,,1,1,,,1,1,,,,,,,1,,,1,,,,,1,1,,,,,,,,1,,,,,,,,,,,1,1,,,,,,1,,,,,1,,,1,1,,1,,1,,1,,,,,1,1,,1,,,,,1,,,1,1,,,,,1,,,1,,,,1,,,,,,,,1,,,1,1,1,,1,,,,,,,,,,,,1,,,,,1
UMHHOFMTN570201,1,1,,,1,,,,,,,,1,,,1,,,,1,1,,,,,,,,,,,,1,,,,1,,,1,,,,,,,,1,,,1,,,,,1,1,,,,,,,,1,,,,,,,,,,,1,1,,,,,,,,,,,,,,1,1,,1,,,,1,,,,,1,1,,1,,,,,1,,,1,1,,,,,1,,,1,,,,1,,,,,,,,1,,,1,1,1,,1,,,,,,,,,,,,1,,,,,1
UMHHOFMTN570202,,1,,,1,,,,,,,,1,,,1,,,,1,1,,,,,,,,,,,,1,,,,1,,,1,,,,,,,,1,,,1,,,,,1,1,,,,,,,,1,,,,,,,,,,,1,1,,,,,,,,,,,,,,1,1,,1,,,,1,,,,,1,1,,1,,,,,1,,,1,1,,,,,1,,,1,,,,1,,,,,,,,1,,,1,1,1,,1,,,,,,,,,,,,1,,,,,1
UMHHOFMTN570601,,1,,,,,,,,,,,1,,,,,,,1,1,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,1,1,,1,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,1,,,1,1,1,,1,,,,,,,,,,,,1,,,,,1
UMHHOFMTN570602,,1,,,,,,,,,,,1,,,,,,,1,1,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,1,1,,1,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,1,,,1,1,1,,1,,,,,,,,,,,,1,,,,,1
UMHHOFMTN570603,,1,,,,,,,,,,,1,,,,,,,1,1,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,1,1,,1,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,1,,,1,1,1,,1,,,,,,,,,,,,1,,,,,1
UMHHOFMTN570701,,1,,,1,,,,,,,,1,,,1,,,,1,1,,,,,,,,,,,,1,,,1,1,,,1,,,,,,,,1,,,1,,,,,1,1,,,,,,,,1,,,,,,,,,,,1,1,,,,,,,,,,,1,,,1,1,,1,,,,1,,,,,1,1,,1,,,,,1,,,1,1,,,,,1,,,1,,,,1,,,,,,,,1,,,1,1,1,,1,,,,,,,,,,,,1,,,,,1
UMHHOFMTN580102,,1,,,,,,,,,,,1,,,1,,,,1,1,,,,,,,,,,,,1,,,1,1,,,1,1,,,1,,,,,,,1,,,,,1,1,,,,,,,,1,,,,,,,,,,,1,1,,,,,,,,,,,,,,1,1,,1,,,,1,,,,,1,1,,1,,,,,1,,,,,,,,,1,,,1,,,,1,,,,,,,,1,,,1,1,1,,1,,,,,,,,,,,,1,,,,,1
UMHHOFMTN600300,,1,,,1,,,,,,,,1,,,1,,,,1,1,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,1,1,,,,,,,,,,,,,,1,1,,,,,,1,,,,,1,,,1,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,1,,,1,1,,,1,,,,,,,,,,,,1,,,,,1
UMHHOFMTN600600,,1,,,1,,,,,,,,1,,,1,,,,1,1,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,1,,,,,1,,,,,,,,,1,,,,,,,,,,,1,1,,,,,,,,,,,,,,,1,,,,,,1,,,,,1,1,,1,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,1,,,1,1,1,,1,,,,,,,,,,,,1,,,,,1
UMHHOFMTN601200,,1,,,1,,,,,,,,1,,,1,,,,1,1,,,,,,,,,,,,1,,,1,1,,,1,1,,,1,,,,1,,,1,,,,,1,1,,,,,,,1,1,,,,,,,,,,,1,1,,,,,,,,,,,1,,,1,1,,1,,,,1,,,,,1,1,,1,,,,,1,,,1,1,,,,,1,,,1,,,,1,,,,,,,,1,,,1,1,1,,1,,,,,,,,,,,,1,,,,,1
UMHHOFMTN601201,,1,,,,,,,,,,,1,,,1,,,,1,1,,,,,,,,,,,,1,,,,,,,1,1,,,1,,,,,,,,,,,,1,,,,,,,,1,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,1,,,,,1,1,,1,,,,,1,,,1,1,,,,,,,,1,,,,1,,,,,,,,1,,,1,1,1,,1,,,,,,,,,,,,1,,,,,1
UMHHOFMTN601702,,1,,,1,,,,,,,,1,,,1,,,,1,1,,,,,,,,,,,,1,,,,1,,,1,,,,,,,,,,,1,,,,,1,,,,,,,,,1,,,,,,,,,,,1,1,,,,,,,,,,,,,,,1,,1,,,,1,,,,,1,,,1,,,,,1,,,,,,,,,,,,1,,,,1,,,,,,,,1,,,1,1,1,,1,,,,,,,,,,,,1,,,,,1
UMHHOFMTN601901,1,1,,,,,,,,,,,1,,,1,,,,1,1,,,,,,,,,,,,1,,,,1,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,1,1,,,,,1,1,,,,,,,,,1,,,,,,1,,,,,1,1,,1,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,1,,,1,1,1,,1,,,,,,,,,,,,1,,,,,1
